-85.9021,-315.022
-86.4141,-314.989
-86.9261,-314.956
-87.4283,-314.88
-87.9387,-314.769
-88.4498,-314.692
-88.9698,-314.615
-89.4988,-314.549
-90.0187,-314.471
-90.5828,-314.393
-91.1385,-314.337
-91.6759,-314.249
-92.2135,-314.171
-92.7164,-314.128
-93.247,-314.139
-93.7366,-314.307
-94.1747,-314.553
-94.5449,-314.934
-94.8281,-315.383
-94.9795,-315.869
-95.008,-316.401
-95.0447,-316.9
-95.108,-317.398
-95.1719,-317.929
-95.2446,-318.461
-95.3355,-319.014
-95.4171,-319.545
-95.4891,-320.043
-95.5709,-320.585
-95.6165,-321.084
-95.4858,-321.608
-95.2479,-322.079
-94.9468,-322.485
-94.5646,-322.815
-94.0835,-323.058
-93.5733,-323.179
-93.0703,-323.223
-92.5404,-323.245
-92.038,-323.311
-91.4911,-323.366
-90.9532,-323.433
-90.415,-323.477
-89.8769,-323.532
-89.3654,-323.587
-88.8341,-323.543
-88.3352,-323.353
-87.9308,-323.028
-87.5609,-322.658
-87.3128,-322.197
-87.1966,-321.7
-87.1415,-321.168
-87.0508,-320.626
-86.9611,-320.129
-86.88,-319.62
-86.8077,-319.111
-86.7082,-318.569
-86.6267,-318.037
-86.5446,-317.484
-86.4893,-316.941
-86.4075,-316.399
-86.3532,-315.901
-86.2797,-315.336
